year,value,category,variable,model,scenario,region,unit
2080.0,2423.15154,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5REF,$ 2010/local currency per year
2080.0,160171.98905000003,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5OECD90+EU,$ 2010/local currency per year
2080.0,2.4715621196800005e6,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,World,$ 2010/local currency per year
2080.0,103293.2118400002,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5ASIA,$ 2010/local currency per year
2080.0,546012.8515499993,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5MAF,$ 2010/local currency per year
2080.0,78246.0666,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5LAM,$ 2010/local currency per year
2080.0,8962.83162,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5REF,$ 2010/local currency per year
2080.0,1.7350368003200027e6,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5OECD90+EU,$ 2010/local currency per year
2100.0,5314.53,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,World,$ 2010/local currency per year
2100.0,2567.6181600000036,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5ASIA,$ 2010/local currency per year
2100.0,865.7693200000008,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5MAF,$ 2010/local currency per year
2100.0,318.58008000000007,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5LAM,$ 2010/local currency per year
2100.0,37.51776,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5REF,$ 2010/local currency per year
2100.0,1525.0107400000018,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5OECD90+EU,$ 2010/local currency per year
2100.0,2.85032588097e6,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi_V3,World,$ 2010/local currency per year
2100.0,1.078555148060001e6,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5ASIA,$ 2010/local currency per year
2100.0,1.2913250970400006e6,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5MAF,$ 2010/local currency per year
2100.0,336609.4995,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5LAM,$ 2010/local currency per year
2100.0,81726.12504,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5REF,$ 2010/local currency per year
2100.0,62158.02996000001,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5OECD90+EU,$ 2010/local currency per year
2100.0,422763.65901,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,World,$ 2010/local currency per year
2100.0,196926.6973900001,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5ASIA,$ 2010/local currency per year
2100.0,114227.58485999996,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5MAF,$ 2010/local currency per year
2100.0,50415.5196,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5LAM,$ 2010/local currency per year
2100.0,4704.37504,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5REF,$ 2010/local currency per year
2100.0,56489.788180000025,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5OECD90+EU,$ 2010/local currency per year
2100.0,3.2676755577e6,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi_V3,World,$ 2010/local currency per year
2100.0,1.12410719828e6,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5ASIA,$ 2010/local currency per year
2100.0,1.0320720176100006e6,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5MAF,$ 2010/local currency per year
2100.0,356775.31393,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5LAM,$ 2010/local currency per year
2100.0,40785.709800000004,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5REF,$ 2010/local currency per year
2100.0,713924.7861800012,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5OECD90+EU,$ 2010/local currency per year
2100.0,947151.2908,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,World,$ 2010/local currency per year
2100.0,609892.5258300002,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5ASIA,$ 2010/local currency per year
2100.0,253029.8167600003,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5MAF,$ 2010/local currency per year
2100.0,12835.04244,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5LAM,$ 2010/local currency per year
2100.0,2233.8396,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5REF,$ 2010/local currency per year
2100.0,69160.72478000008,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_400_V3,R5OECD90+EU,$ 2010/local currency per year
2100.0,2.58077346047e6,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,World,$ 2010/local currency per year
2100.0,119929.91644000003,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5ASIA,$ 2010/local currency per year
2100.0,655763.3739800004,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5MAF,$ 2010/local currency per year
2100.0,233449.18621,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5LAM,$ 2010/local currency per year
2100.0,8911.01802,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5REF,$ 2010/local currency per year
2100.0,1.56272596276e6,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi_V3,R5OECD90+EU,$ 2010/local currency per year
2020.0,317449.104,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2020.0,237779.77469000022,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2020.0,16540.311539999988,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2020.0,2904.3227199999997,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2020.0,2868.85125,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2020.0,57359.28307999997,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2020.0,854708.97494,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2020.0,266903.25497,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2020.0,98594.04763999995,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2020.0,41985.95616,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2020.0,49939.96656,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2020.0,397277.7815899998,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2020.0,2.20429541046e6,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2020.0,773432.2701299996,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2020.0,241699.84768999997,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2020.0,206587.93338,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2020.0,63681.14808,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2020.0,918905.1887199974,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2040.0,8427.56733,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2040.0,3409.427519999993,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2040.0,520.2323399999997,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2040.0,476.8175999999999,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2040.0,77.0763,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2040.0,3943.9489000000062,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2040.0,549550.1453999999,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2040.0,280193.1017900001,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2040.0,54732.21376000004,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2040.0,32752.906599999995,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2040.0,7795.696490000001,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2040.0,174072.2036500001,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2040.0,2.39831791578e6,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2040.0,1.0373496009899968e6,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2040.0,397171.43252999923,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2040.0,166198.35099,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2040.0,65624.39552,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2040.0,731965.6787700014,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2060.0,8724.37124,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2060.0,3028.082020000002,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2060.0,380.4617599999995,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2060.0,474.28080000000006,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2060.0,41.97214,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2060.0,4800.028420000006,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2060.0,386651.59789999994,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2060.0,188814.63082000005,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2060.0,71023.71474999994,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2060.0,41474.26799999999,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2060.0,5587.47504,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2060.0,79751.50701000002,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2060.0,1.7698981299999997e6,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2060.0,874785.2907099997,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2060.0,327055.5634999999,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2060.0,54213.185,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2060.0,31648.66146,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2060.0,482191.8556299992,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2080.0,6145.939500000001,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2080.0,2560.096940000004,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2080.0,612.2670100000008,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2080.0,360.6011899999999,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2080.0,37.5045,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2080.0,2575.357350000003,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2080.0,452631.82302,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2080.0,218484.52921000085,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2080.0,97505.49283999996,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2080.0,57539.1315,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2080.0,5292.92587,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2080.0,73806.60643999999,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2080.0,1.09171652541e6,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2080.0,662240.1116400006,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2080.0,253061.64218000058,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2080.0,13826.669879999998,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2080.0,2423.15154,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2080.0,160171.98905000003,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2100.0,5314.53,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2100.0,2567.6181600000036,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2100.0,865.7693200000008,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2100.0,318.58008000000007,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2100.0,37.51776,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2100.0,1525.0107400000018,Revenue,Coal,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2100.0,422763.65901,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2100.0,196926.6973900001,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2100.0,114227.58485999996,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2100.0,50415.5196,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2100.0,4704.37504,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2100.0,56489.788180000025,Revenue,Gas,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year
2100.0,947151.2908,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,$ 2010/local currency per year
2100.0,609892.5258300002,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,$ 2010/local currency per year
2100.0,253029.8167600003,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,$ 2010/local currency per year
2100.0,12835.04244,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,$ 2010/local currency per year
2100.0,2233.8396,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,$ 2010/local currency per year
2100.0,69160.72478000008,Revenue,Oil,REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,$ 2010/local currency per year